song_id,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity,explicit,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25
01u6AEzGbGbQyYVdxajxqk,Don't Be Cruel,Elvis Presley,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,4,122893,59,0,-27.956117423460142,20.22895489823643,-9.307058784675473,5.965649873784809,5.188398250931533,8.051160206014114,-16.86649674222199,17.287890183117558,0.183839614677896,4.387503921378498,-18.302064014027103,-22.621295860411124,3.2874004414556435,-7.785920252122799,12.00311403533252,22.76388082089976,-10.222959194510882,-19.197017534627825,-15.008782854312958,-14.1052863475746,-20.04756956673446,5.4682426432475015,-10.577240761552254,-4.2445365194397375,-6.48342660098929
06HM8m5kmKG8AOt7eelGhI,Put A Lid On It,Squirrel Nut Zippers,0.496,0.547,0,-8.605,0,0.12,0.621,3.89e-05,0.421,0.87,197.424,4,157587,41,0,-0.9568906735149438,-1.1406830101023289,-14.550572425351886,38.811508755430346,17.41789960049388,9.01838409988734,-0.9679385466620936,9.737039821590225,14.853111411041784,3.9665170066366864,-25.95610939109176,-13.41245439057414,-10.044988767444568,26.60659441249264,-7.872506146701622,-10.0265829597043,18.53073105980845,3.9364927349668175,-3.831682351891145,-24.870016381333613,15.857049024768584,18.546781021034924,25.71557117850125,-2.5569375118547035,-1.5400355616218362
086Oiv5FPVmHkzmLYvfsol,Best Believe,The Dip,0.726,0.799,0,-7.092,1,0.0304,0.17,1.85e-05,0.735,0.922,105.941,3,236400,41,0,-14.100020120364515,-9.312442527330203,-8.526528592212593,5.024734665732328,1.662550627297496,-7.62298360590351,-9.495306250554451,12.997101124543285,17.611529311384757,-20.033791887490768,-11.766798151376411,6.994558602751793,1.910706305617266,22.22375252241488,20.768369894878028,4.319392201382226,20.11985988143053,-0.6626740019309492,-19.442135701149667,13.817505161625505,-6.82460195229856,-7.718642113756002,-16.87259730392069,-3.6303998770933337,-17.55592336036495
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,255493,86,0,-1.829722238320008,6.4716336109773,4.439333509516665,-13.172582373719855,-1.4692630299085003,-20.29774283194304,-2.8701108810796203,-21.52247677041024,6.056254393465309,-20.25146214770086,4.311114974352886,-6.368786927900435,-2.130211057227604,3.566593803787478,-4.129929965162408,17.267426899569056,-13.86357503304202,-9.675646673706956,6.918551350327033,-6.678916244237617,-12.873291396435135,0.2384663841373804,-2.3222507846951053,-4.363672242180902,-18.518604783282527
0Afai8u1STCaDyTTm1gEZf,Shake Some Action,Flamin' Groovies,0.495,0.632,8,-12.941,1,0.0404,0.0254,0.0332,0.237,0.376,137.105,4,273307,46,0,-2.678944569058945,1.646313515000708,-7.237513594136208,-3.839896766175144,-12.057732465966312,-6.94060152928135,24.04077636420694,-2.21481523761236,-11.386454314023526,19.33600785743852,23.878367638903946,-23.70960632438176,-21.35634694656769,11.250776548157248,4.75690528492976,-2.0883935664484365,8.189940306382296,12.534374733659217,-6.282429202399694,-3.2362470084818726,5.6493491139694,0.926730915250201,-5.28159634667154,-12.87972393722197,-12.82822483244609
0BlhdiMCG3coa1l0q03WLp,As Good As You've Been to This World,Janis Joplin,0.65,0.74,0,-9.026,0,0.0458,0.282,0.238,0.0808,0.733,103.792,4,325160,35,0,-23.54920283464599,-17.828728496647503,-0.8043807271991512,-0.0441006569925583,-8.617495346890504,-25.556718141379413,-2.009068861772375,1.2277949435982718,-2.9060474289940235,-15.60588622518918,-15.76354830633738,-1.6340996252431823,-3.5475500033114478,-14.063394959913715,-12.709171331589722,17.167653458570356,14.68474410689394,10.270924188263743,3.28442789485738,7.417143232207476,0.1774616531145643,25.957082858901828,-0.7669993333040059,-6.7397507718557685,-0.44003591290718
0CsM8VGDi38kusMv3pxyj1,True - Single Edit,Spandau Ballet,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,4,329147,72,0,16.00199626751222,-9.291552853642166,-6.591609060160041,11.141739735262718,25.366093164015403,12.961374942976525,-1.169859816546453,-18.811924883041016,7.60993412020388,13.741380357761347,-8.918033282448059,-7.9722677259979156,-6.908543653242842,-3.777039750363055,-8.771756058408046,-4.950218997649436,-1.1304653175344304,5.662638690790072,0.9762612965482268,-9.142267808403687,-0.0059791710291587,7.032354742601402,22.08490868492784,14.452333625166698,-6.395622090505476
0F6NRy1dhuXiRdD3VmuZVD,Chops,Argonaut & Wasp,0.79,0.684,7,-5.401,0,0.0396,0.0402,0.00016,0.0865,0.953,124.028,4,196000,27,0,-27.2176284424518,9.367725202636604,-18.943204599640563,13.54343154841165,11.337029022830688,-0.6594807003096621,-1.918880968525076,19.07709393327612,5.1686259517359385,-5.271975954104055,-11.904556874937754,-30.66998725597718,-5.869557830760478,13.213440165916374,4.863554922206237,-2.0723097640101136,0.2459457255469956,-12.7761205343491,-12.486414424856292,-2.2629652387002093,2.6551461167090604,7.385602307450505,17.60977814751422,-1.6455703271228743,5.847910761891033
0JtkhMvhKOAeKGCQmau1LF,Late Last Night,Kowloon,0.865,0.447,1,-10.92,1,0.0426,0.339,0.684,0.118,0.452,119.004,4,227067,31,0,12.843923114235906,18.84742156099855,-1.47895159152419,4.902491517729597,-10.678321808977078,7.846821696597641,10.700793571790292,-18.790096150044715,6.707601073535789,-20.1478399603036,9.038807131157403,-0.1462811049432866,-6.301591930120827,-1.0404526720900984,-0.7592266659209361,13.83130325383684,13.128051635874552,-0.153365561556102,7.184338341328621,-8.951353231690243,0.961860403383832,-0.4406567053488341,13.32714789719807,24.000787607167435,12.659638667038571
0NZjt6ZlCVIZarakXF2WkQ,She Gave Me the Keys,The Dip,0.61,0.557,11,-7.682,1,0.0363,0.731,0.0,0.485,0.953,104.068,4,145160,40,0,-16.628729640600426,10.60224559933106,31.735086523958024,-4.4669326618404845,-14.79153433573158,1.8181912673528424,-14.542346457840122,6.494557454712958,-2.77763630307315,-12.317521972633651,-4.47072124152306,-14.486995765882916,9.092212101795212,1.1763533079937551,1.9918671865354092,4.877070527950735,6.892777651336173,1.943206112995271,-4.797184090566713,-18.34323115483299,11.668515066706997,8.103193320252558,1.0861797880003596,15.06183152057023,0.9363932186985152
